FOOD_ID,FOOD_NAME,FOOD_GROUP,FOOD_INTAKE,INTAKE_UNIT,FOOD_CAL,FOOD_PROTEIN,FOOD_CARBO,FOOD_PROVI,FOOD_SALT,FOOD_CHOLE
1074,에스프레소 콘파냐,음료 및 차류,40,mL,19.7,0.4,3.7,20,10.4,-
1075,아메리카노,음료 및 차류,320,mL,10,0.6,3.7,20,3.3,-
1076,카페라떼,음료 및 차류,250,mL,150,6.6,3.7,20,103.3,-
1077,바닐라 카페라떼,음료 및 차류,270,mL,227,6.6,3.7,20,103.3,-
1078,카라멜 카페라떼,음료 및 차류,270,mL,215,6.6,3.7,20,103.3,-
1079,헤이즐넛 카페라떼,음료 및 차류,325,mL,420,9,3.7,20,166.3,-
1080,카푸치노,음료 및 차류,250,mL,150,6.6,3.7,20,103.3,-
1081,카페모카,음료 및 차류,310,mL,317.2,7.7,3.7,20,125.7,-
1082,화이트모카,음료 및 차류,310,mL,317.7,6.8,3.7,20,167.6,-
1083,민트모카,음료 및 차류,325,mL,420,9.5,3.7,20,166.3,-
1084,카라멜마끼아또,음료 및 차류,275,mL,232,6.7,3.7,20,112.1,-
1085,아이스 아메리카노,음료 및 차류,480,mL,10,0.6,3.7,20,3.3,-
1086,아이스 카페라떼,음료 및 차류,480,mL,143,6.3,3.7,20,98.3,-
1087,아이스 바닐라 카페라떼,음료 및 차류,480,mL,197,5.7,3.7,20,88.3,-
1088,아이스 헤이즐넛 카페라떼,음료 및 차류,480,mL,206,5.7,3.7,20,88.3,-
1089,아이스 카푸치노,음료 및 차류,440,mL,115,5.1,3.7,20,78.3,-
1090,아이스 카페모카,음료 및 차류,500,mL,282.2,6.2,3.7,20,100.7,-
1091,아이스 화이트모카,음료 및 차류,500,mL,282.7,5.3,3.7,20,142.6,-
1092,아이스 민트모카,음료 및 차류,515,mL,385,8,3.7,20,141.3,-
1093,아이스 카라멜마끼아또,음료 및 차류,485,mL,211,5.8,3.7,20,97.1,-
1094,아포가토,음료 및 차류,130,mL,282.4,7.1,3.7,20,83.8,-
1095,다크초코 라떼,음료 및 차류,238,mL,277.6,4.6,3.7,20,100,-
1096,민트 초콜릿 라떼,음료 및 차류,245,mL,322.1,5.2,3.7,20,156.9,-
1097,그린티 라떼,음료 및 차류,230,mL,258.7,3.6,3.7,20,135.7,-
1098,홍차라떼,음료 및 차류,230,mL,284,3.4,3.7,20,153.3,-
1099,아이스 다크초코 라떼,음료 및 차류,508,mL,263.6,4.3,3.7,20,90,-
1100,아이스 민트 초콜릿 라떼,음료 및 차류,515,mL,308.1,5,3.7,20,146.9,-
1101,아이스 고구마 라떼,음료 및 차류,500,mL,364,5,3.7,20,92.7,-
1102,아이스 그린티 라떼,음료 및 차류,500,mL,244.7,3.4,3.7,20,125.7,-
1103,아이스 홍차 라떼,음료 및 차류,500,mL,207.7,2.5,3.7,20,111.2,-
1104,레몬 아이스티,음료 및 차류,510,mL,180,0,3.7,20,-,-
1105,복숭아 아이스티,음료 및 차류,510,mL,180,0,3.7,20,-,-
1106,레몬티,음료 및 차류,380,mL,226.7,0,3.7,20,66.7,-
1107,아이스 레몬티,음료 및 차류,510,mL,226.7,0,3.7,20,66.7,-
1108,허브티,음료 및 차류,322,mL,2.2,0,3.7,20,-,-
1109,아이스 허브티,음료 및 차류,452,mL,2.2,0,3.7,20,-,-
1110,홍차,음료 및 차류,322,mL,2,0,3.7,20,0.2,-
1111,아이스 홍차,음료 및 차류,452,mL,2,0,3.7,20,0.2,-
1112,녹차,음료 및 차류,322,mL,2,0,3.7,20,0.1,-
1113,아이스 녹차,음료 및 차류,452,mL,2,0,3.7,20,0.1,-
1114,딸기주스,음료 및 차류,480,mL,201.6,2.2,3.7,20,40.3,-
1115,토마토 주스,음료 및 차류,455,mL,113.5,3.3,3.7,20,10,-
1116,키위주스,음료 및 차류,430,mL,260.4,1,3.7,20,4.3,-
1117,베리&바나나 주스,음료 및 차류,440,mL,195.2,3.4,3.7,20,54,-
1118,스위티 파이,음료 및 차류,579,mL,315.2,3.6,3.7,20,136.7,-
1119,마이 몽키,음료 및 차류,588,mL,337.2,3.5,3.7,20,215,-
1120,러브 미,음료 및 차류,610,mL,332,5.1,3.7,20,102.1,-
1121,레몬에이드,음료 및 차류,450,mL,172.5,1.5,3.7,20,30,-
1122,오렌지에이드,음료 및 차류,450,mL,162.5,1.5,3.7,20,5,-
1123,자몽에이드,음료 및 차류,450,mL,172.5,1.5,3.7,20,30,-
1124,젤라또 쉐이크,음료 및 차류,485,mL,727.6,20.6,3.7,20,393.5,-
1125,플레인 요거트 스무디,음료 및 차류,458,mL,402.9,8.2,3.7,20,132.5,-
1126,딸기 요거트 스무디,음료 및 차류,548,mL,455.7,8.8,3.7,20,145,-
1127,블루베리 요거트 스무디,음료 및 차류,479,mL,460.1,8.2,3.7,20,132.7,-
1128,아이스 모카 블렌디모,음료 및 차류,415,mL,343.7,6.4,3.7,20,99,-
1129,아이스 카라멜 블렌디모,음료 및 차류,415,mL,357.3,5.8,3.7,20,151.5,-
1130,아이스 그린티 블렌디모,음료 및 차류,468,mL,452.1,9,3.7,20,178.6,-
1131,아이스 초콜릿 블렌디모,음료 및 차류,475,mL,492.1,10.4,3.7,20,133,-
1132,아이스 민트초코칩 블렌디모,음료 및 차류,425,mL,442.5,7,3.7,20,100.5,-
1133,아이스 민트모카 블렌디모,음료 및 차류,350,mL,245.5,5,3.7,20,68.8,-
1134,플레인 / 어니언 / 블루베리 베이글,빵류,110,g,305.1,11,3.7,20,460,-
1135,치즈 / 초코칩 / 블루베리 머핀,빵류,140,g,562,10,3.7,20,120,-
1136,플레인 에그디쉬,빵류,172,g,559.6,11.8,3.7,20,467,-
1137,블루베리 에그디쉬,빵류,202,g,534.2,11.2,3.7,20,434,-
1138,이탈리안 에그디쉬,빵류,230,g,681.7,18.2,3.7,20,811,-
1139,갈릭 치즈 부기브레드,빵류,170,g,628,16,3.7,20,412,-
1140,토마토 치즈 부기브레드,빵류,170,g,420,17,3.7,20,466,-
1141,허니브레드,빵류,245,g,794.8,19.9,3.7,20,840.7,-
1142,젤라또 브레드,빵류,345,g,887,24,3.7,20,873,-
1143,크로크무슈,빵류,140,g,388,10,3.7,20,214,-
1144,베이컨 치즈 팟파이,빵류,160,g,430,15,3.7,20,780,-
1145,치킨 팟파이,빵류,170,g,430,27,3.7,20,730,-
1146,불고기 브리또,빵류,140,g,418,13,3.7,20,242,-
1147,핫칠리치킨 브리또,빵류,140,g,299,21,3.7,20,305,-
1148,쿠키&크림 번버거,빵류,201,g,592.3,8.4,3.7,20,368.4,-
1149,티라미수 번버거,빵류,191,g,539.1,8.8,3.7,20,307.6,-
1150,쿠키&크림 번버거 + 아메리카노 SET,기타,681,g,602.3,9,3.7,20,371.7,-
1151,티라미수 번버거 + 아메리카노 SET,기타,671,g,549.1,9.4,3.7,20,310.9,-
1152,수플레 치즈케잌,빵류,85,g,313.98,5.4,3.7,20,264.9,-
1153,티라미수 케잌,빵류,80,g,256.42,4.7,3.7,20,191.2,-
1154,초코무스 케잌,빵류,90,g,313.4,6.1,3.7,20,264.4,-
1155,레드벨벳 요거트 롤,빵류,100,g,322.77,5.78,3.7,20,62.33,-
1156,그린티 롤,빵류,100,g,325.16,6.67,3.7,20,94.57,-
1157,티라미수 샌디,빵류,297,g,740.4,11.5,3.7,20,444.4,-
1158,리코타 딸기 샌디,빵류,320,g,719.2,10.8,3.7,20,408,-
1159,쿠키 & 크림 샌디,빵류,308,g,799.2,11.1,3.7,20,520.3,-
1160,클래식 플레인 와플,빵류,379,g,1091.6,17.9,3.7,20,753.3,-
1161,클래식 블루베리 와플,빵류,448,g,1160,17.2,3.7,20,784.1,-
1162,클래식 마롱 와플,빵류,420,g,1156.1,15.2,3.7,20,753.3,-
1163,플레인와플&젤라또,빵류,685,g,1359.3,20.2,3.7,20,928.7,-
1164,블루베리와플&젤라또,빵류,755,g,1437.7,20.2,3.7,20,928.7,-
1165,초코와플&젤라또,빵류,700,g,1436.4,21,3.7,20,959.8,-
1166,녹차와플&젤라또,빵류,715,g,1477.8,21.3,3.7,20,964.4,-
1167,까르보나라 젤빙,아이스크림류,644,g,592.3,8.4,3.7,20,368.4,-
1168,망고 크림젤빙,아이스크림류,631,g,931,5,3.7,20,223,-
1169,망고젤빙,아이스크림류,529,g,561.4,9.16,3.7,20,184,-
1170,치즈베리 젤빙,아이스크림류,491,g,620.4,13.04,3.7,20,936.38,-
1171,밀크팥 젤빙,아이스크림류,456,g,731,12.57,3.7,20,213,-
1172,딸기젤빙,아이스크림류,481,g,518,7.6,3.7,20,185.7,-
1173,오리지날 팥빙수,아이스크림류,741,g,676,130,3.7,20,449,-
1174,요거트빙수,아이스크림류,733,g,695,123,3.7,20,458,-
1175,녹차빙수,아이스크림류,691,g,756,18,3.7,20,279,-
1176,쿠키&크림빙수,아이스크림류,570,g,701,11,3.7,20,425,-
1177,망고빙수,아이스크림류,700,g,580.9,8.9,3.7,20,122.4,-
1178,블루베리치즈빙수,아이스크림류,685,g,679.6,21.2,3.7,20,565.4,-
1179,못난이찹쌀꽈배기,빵류,55,g,160.2,4,3.7,20,151.2,-
1180,못난이찹쌀팥도넛,빵류,70,g,195.4,4.9,3.7,20,120.6,-
1181,못난이찹쌀유자도넛,빵류,70,g,189.7,4.6,3.7,20,104.4,-
1182,못난이찹쌀고구마크림치즈도넛,빵류,69,g,202.4,4.7,3.7,20,226.9,-
1183,못난이찹쌀핫도그,빵류,95,g,280.3,8.2,3.7,20,387.9,-
1184,못난이찹쌀모짜렐라치즈핫도그,빵류,95,g,266.3,8.8,3.7,20,424.7,-
1185,못난이찹쌀모짜렐라치즈도넛,빵류,70,g,193.2,7.5,3.7,20,246.3,-
1186,코코스페셜호두과자,과자류,60,g,155,9,3.7,20,74,-
1187,코코스페셜코코너츠,기타,25,g,129,0,3.7,20,-,-
1188,선물용 대,과자류,60,g,155,9,3.7,20,74,-
1189,선물용 중,과자류,60,g,155,9,3.7,20,74,-
1190,선물용 소,과자류,60,g,155,9,3.7,20,74,-
1191,미니케이스 럭셔리,과자류,60,g,155,9,3.7,20,74,-
1192,미니케이스 대,과자류,60,g,155,9,3.7,20,74,-
1193,미니케이스 소,과자류,60,g,155,9,3.7,20,74,-
1194,레드컵,과자류,60,g,155,9,3.7,20,74,-
1195,초코컵,과자류,60,g,155,9,3.7,20,74,-
1196,프리백,과자류,60,g,155,9,3.7,20,74,-
1197,간식용11개,과자류,60,g,155,9,3.7,20,74,-
1198,간식용19개,과자류,60,g,155,9,3.7,20,74,-
1199,간식용38개,과자류,60,g,155,9,3.7,20,74,-
1200,단체간식용 호두과자,과자류,60,g,155,9,3.7,20,74,-
1201,허니땅콩,기타,100,g,591,25,2.02,30,256,-
1202,아몬드,기타,100,g,590,24,2.02,23,66,-
1203,캐슈넛,기타,100,g,572,21,2.02,35,44,-
1204,초콜릿 글레이즈드,빵류,51,g,223,4,2.02,35,90,-
1205,로열 루비 초콜릿 링,빵류,68,g,344,5,2.02,35,105,-
1206,더블 다크 초콜릿 필드,빵류,83,g,390,5,2.02,35,100,-
1207,퓨어 화이트 초콜릿 필드,빵류,76,g,361,5,2.02,35,120,-
1208,크런치 밀크 초콜릿 링,빵류,77,g,367,5,2.02,35,-,-
1209,크림치즈 필드,빵류,62,g,235,4,2.02,35,4.6,-
1210,초콜릿 필드,빵류,62,g,282,4,2.02,35,130,-
1211,로투스 비스코프 도넛,빵류,82,g,374,5,2.02,35,170,-
1212,리고 피넛버터 도넛,빵류,78,g,383,8,2.02,35,160,-
1213,미니 오리지널 글레이즈드,빵류,23,g,101,2,2.02,35,40,-
1214,초코홀릭,빵류,55,g,269,4,2.02,35,80,-
1215,초콜릿 아이스드 글레이즈드,빵류,56,g,247,4,2.02,35,120,-
1216,딸기와플넛,빵류,126,g,524,7,2.02,35,260,-
1217,초코와플넛,빵류,126,g,551,8,2.02,35,270,-
1218,카라멜와플넛,빵류,124,g,547,8,2.02,35,270,-
1219,오리지널 글레이즈드,빵류,47,g,201,3,2.02,35,120,-
1220,카라멜 아이스드,빵류,64,g,238,3,2.02,35,120,-
1221,슈거 코티드,빵류,45,g,200,3,2.02,35,80,-
1222,뉴욕 치즈케익,빵류,90,g,332,5,2.02,35,150,-
1223,파우더 스트로베리 필드,빵류,70,g,248,4,2.02,35,105,-
1224,글레이즈드 사워 크림,빵류,80,g,341,2,2.02,35,240,-
1225,글레이즈드 초콜릿 케익,빵류,80,g,333,3,2.02,35,200,-
1226,메론 스무디,음료 및 차류,460,mL,342,11,1,17,180,-
1227,살구자두 스무디,음료 및 차류,460,mL,256,0,1,17,10,-
1228,블루베리 요거트 스무디,음료 및 차류,460,mL,254,0,1,17,25,-
1229,밀크티,음료 및 차류,300,mL,251,8,1,17,150,-
1230,다크 핫 초콜릿,음료 및 차류,304,mL,368,11,1,17,170,-
1231,망고스무디,음료 및 차류,460,mL,307,1,1,17,10,-
1232,스트로베리 스무디,음료 및 차류,460,mL,272,1,1,17,5,-
1233,아메리카노S,음료 및 차류,310,mL,12,1,1,17,-,-
1234,아메리카노M,음료 및 차류,390,mL,23,3,1,17,-,-
1235,아이스아메리카노S,음료 및 차류,320,mL,12,1,1,17,-,-
1236,아이스아메리카노M,음료 및 차류,440,mL,23,3,1,17,-,-
1237,아이스아메리카노L,음료 및 차류,600,mL,35,4,1,17,-,-
1238,아이스아메리카노 XL,음료 및 차류,920,mL,46,5,1,17,-,-
1239,스팀우유,음료 및 차류,270,mL,169,8,1,17,140,-
1240,우유,음료 및 차류,300,mL,205,10,1,17,170,-
1241,라떼S,음료 및 차류,280,mL,167,9,1,17,130,-
1242,라떼M,음료 및 차류,390,mL,226,12,1,17,170,-
1243,아이스라떼S,음료 및 차류,320,mL,93,5,1,17,70,-
1244,아이스라떼M,음료 및 차류,420,mL,131,8,1,17,90,-
1245,아이스라떼L,음료 및 차류,570,mL,197,12,1,17,140,-
1246,아이스라떼 XL,음료 및 차류,890,mL,290,17,1,17,200,-
1247,바닐라라떼S,음료 및 차류,283,mL,269,9,1,17,210,-
1248,바닐라라떼M,음료 및 차류,395,mL,382,13,1,17,290,-
1249,아이스 바닐라라떼S,음료 및 차류,333,mL,201,6,1,17,150,-
1250,아이스 바닐라라떼M,음료 및 차류,450,mL,300,9,1,17,230,-
1251,카푸치노S,음료 및 차류,260,mL,154,8,1,17,120,-
1252,카푸치노M,음료 및 차류,390,mL,226,12,1,17,170,-
1253,아이스 카푸치노S,음료 및 차류,300,mL,80,5,1,17,55,-
1254,아이스 카푸치노M,음료 및 차류,390,mL,111,7,1,17,75,-
1255,모카S,음료 및 차류,292,mL,312,10,1,17,140,-
1256,모카M,음료 및 차류,403,mL,427,14,1,17,180,-
1257,아이스모카S,음료 및 차류,342,mL,244,6,1,17,80,-
1258,아이스모카M,음료 및 차류,448,mL,339,9,1,17,110,-
1259,드립커피S,음료 및 차류,310,mL,15,2,1,17,35,-
1260,드립커피M,음료 및 차류,390,mL,19,3,1,17,40,-
1261,아이스드립커피S,음료 및 차류,320,mL,8,1,1,17,15,-
1262,아이스드립커피M,음료 및 차류,400,mL,10,2,1,17,20,-
1263,아이스드립커피L,음료 및 차류,600,mL,14,2,1,17,35,-
1264,아이스드립커피XL,음료 및 차류,920,mL,22,4,1,17,50,-
1265,카라멜 마끼아또S,음료 및 차류,287,mL,232,8,1,17,115,-
1266,카라멜 마끼아또M,음료 및 차류,395,mL,315,11,1,17,150,-
1267,순수우유 딸기 쉐이크,음료 및 차류,355,mL,581,9,1,17,110,-
1268,순수우유 쉐이크,음료 및 차류,350,mL,561,9,1,17,110,-
1269,순수우유 소프트콘,아이스크림류,160,mL,351,7,1,17,35,-
1270,순수우유 초코콘,아이스크림류,180,mL,432,7,1,17,35,-
1271,쿠앤크 쉐이크,음료 및 차류,409,g,703,11,1,17,340,-
1272,크리스피 아이스크림 콘,아이스크림류,165,mL,284,5,1,17,65,-
1273,스트로베리 쉐이크,음료 및 차류,355,g,466,9,1,17,160,-
1274,밀크쉐이크,음료 및 차류,350,g,314,7,1,17,35,-
1275,바삭 콘 라떼,음료 및 차류,360,mL,412,6.2,1,17,208,-
1276,바삭 콘 프라페,음료 및 차류,360,mL,454,7,1,17,230,-
1277,피넛 버터 라떼,음료 및 차류,360,mL,387,6,1,17,243,-
1278,피넛 버터 초코 라떼,음료 및 차류,360,mL,388,7,1,17,222,-
1279,피넛 버터 카페 라떼,음료 및 차류,360,mL,387,6,1,17,243,-
1280,피넛 버터 프라페,음료 및 차류,360,mL,368,4,1,17,221,-
1281,피넛 버터 초코 프라페,음료 및 차류,360,mL,370,4,1,17,200,-
1282,피넛 버터 카페 프라페,음료 및 차류,360,mL,368,4,1,17,221,-
1283,아메리카노,음료 및 차류,360,mL,0.2,0,1,17,1,-
1284,아이스 아메리카노,음료 및 차류,360,mL,0.2,0,1,17,1,-
1285,카페라떼,음료 및 차류,360,mL,132,5,1,17,102,-
1286,아이스 카페라떼,음료 및 차류,360,mL,115,5,1,17,97,-
1287,카푸치노,음료 및 차류,360,mL,112,5,1,17,101,-
1288,아이스 카푸치노,음료 및 차류,360,mL,67,4,1,17,51,-
1289,바닐라 라떼,음료 및 차류,360,mL,201,6,1,17,101,-
1290,아이스 바닐라 라떼,음료 및 차류,360,mL,148,0,1,17,76,-
1291,카라멜 마끼아또,음료 및 차류,360,mL,218,5,1,17,124,-
1292,아이스 카라멜 마끼아또,음료 및 차류,360,mL,162,4,1,17,128,-
1293,민트모카 라떼,음료 및 차류,360,mL,302,6,1,17,111,-
1294,아이스 민트모카 라떼,음료 및 차류,360,mL,238,4,1,17,82,-
1295,콜드브루,음료 및 차류,360,mL,3,0,1,17,1,-
1296,콜드브루 라떼,음료 및 차류,360,mL,78,4,1,17,63,-
1297,콜드브루 마끼아또,음료 및 차류,360,mL,195,5,1,17,136,-
1298,니트로 콜드브루,음료 및 차류,360,mL,3,0,1,17,1,-
1299,메론 치즈 프라페,음료 및 차류,360,mL,687,19,1,17,418,-
1300,요거트 요프치노,음료 및 차류,360,mL,289,4,1,17,63,-
1301,모카 요프치노,음료 및 차류,360,mL,159,3,1,17,65,-
1302,쿠앤크 요프치노,음료 및 차류,360,mL,389,5,1,17,222,-
1303,민트초코칩 요프치노,음료 및 차류,360,mL,349,4,1,17,80,-
1304,코코넛 카페 요프치노,음료 및 차류,360,mL,253,8,1,17,72,-
1305,순수 치즈 프라페,음료 및 차류,360,mL,456,8,1,17,418,-
1306,그린티 치즈 프라페,음료 및 차류,360,mL,471,8,1,17,340,-
1307,스트로베리 치즈프라페,음료 및 차류,360,mL,511,8,1,17,339,-
1308,블루베리 치즈프라페,음료 및 차류,360,mL,509,7,1,17,323,-
1309,화이트 핫초코,음료 및 차류,360,mL,255,6.6,1,17,285,-
1310,핫초코,음료 및 차류,360,mL,279,7.2,1,17,275.6,-
1311,초코 라떼,음료 및 차류,360,mL,321,10,1,17,185,-
1312,아이스 초코라떼,음료 및 차류,360,mL,219,6,1,17,128,-
1313,그린티 라떼,음료 및 차류,360,mL,334,9,1,17,148,-
1314,아이스 그린티 라떼,음료 및 차류,360,mL,238,6,1,17,101,-
1315,밀크티라떼,음료 및 차류,360,mL,323,9,1,17,132,-
1316,아이스 밀크티라떼,음료 및 차류,360,mL,238,6,1,17,99,-
1317,고구마 라떼,음료 및 차류,360,mL,259,5,1,17,78,-
1318,아이스 고구마라떼,음료 및 차류,360,mL,193,5,1,17,78,-
1319,블랙빈 라떼,음료 및 차류,360,mL,302,9,1,17,139,-
1320,아이스 블랙빈 라떼,음료 및 차류,360,mL,239,9,1,17,98,-
1321,리얼 홍시라떼,음료 및 차류,360,mL,347,3,1,17,57,-
1322,순수 딸기 우유,음료 및 차류,360,mL,268,5,1,17,78,-
1323,순수 딸기 바나나 우유,음료 및 차류,360,mL,241,5,1,17,75,-
1324,순수 망고 바나나 우유,음료 및 차류,360,mL,262,5,1,17,75,-
1325,자몽 스파클링 에이드,음료 및 차류,360,mL,101,0,1,17,32,-
1326,오렌지 스파클링 에이드,음료 및 차류,360,mL,117,0.3,1,17,8,-
1327,레몬 스파클링 에이드,음료 및 차류,360,mL,132,0,1,17,2,-
1328,리얼 홍시주스,음료 및 차류,360,mL,416,0.5,1,17,11.7,-
1329,딸기 생과일주스,음료 및 차류,360,mL,98,1,1,17,2,-
1330,키위 생과일주스,음료 및 차류,360,mL,189,1,1,17,7,-
1331,바나나 생과일 주스,음료 및 차류,360,mL,212,4,1,17,39,-
1332,토마토 생과일주스,음료 및 차류,360,mL,79,1,1,17,21,-
1333,흑당 시나몬 버블티,음료 및 차류,480,mL,353,6,1,17,107,-
1334,흑당 쇼콜라 버블티,음료 및 차류,480,mL,301,4,1,17,88,-
1335,흑당 말차 버블티,음료 및 차류,480,mL,389,9,1,17,88,-
1336,흑당 카페 버블티,음료 및 차류,480,mL,288,4.7,1,17,88.7,-
1337,흑당 홍차 버블티,음료 및 차류,480,mL,344,4.7,1,17,55.3,-
1338,흑당 버블티,음료 및 차류,480,mL,315,5.3,1,17,99.3,-
1339,아이스 상그리아 유자 티,음료 및 차류,360,mL,164,0.2,1,17,5.8,-
1340,상그리아 유자 티,음료 및 차류,360,mL,164,0.2,1,17,5.8,-
1341,아이스 상그리아 티,음료 및 차류,360,mL,159,0.08,1,17,1.02,-
1342,상그리아 티,음료 및 차류,360,mL,159,0.08,1,17,1.02,-
1343,자몽 티,음료 및 차류,360,mL,144,1,1,17,13,-
1344,유자 티,음료 및 차류,360,mL,67,0,1,17,21,-
1345,레몬 티,음료 및 차류,360,mL,147,1,1,17,25,-
1346,페퍼민트,음료 및 차류,360,mL,1,0,1,17,2,-
1347,베리마테,음료 및 차류,360,mL,2,0,1,17,5,-
1348,루이보스 레몬프레쉬,음료 및 차류,360,mL,2,0,1,17,5,-
1349,그린티,음료 및 차류,360,mL,1,0,1,17,2,-
1350,잉글리쉬 브렉퍼스트,음료 및 차류,360,mL,2,0,1,17,15,-
1351,캐모마일,음료 및 차류,360,mL,1,0,1,17,2,-
1352,메리마카롱 초코,음료 및 차류,360,mL,591,8,1,17,375.8,-
1353,메리마카롱 딸기,음료 및 차류,360,mL,528,8.1,1,17,143.8,-
1354,메리마카롱 피스타치오,음료 및 차류,360,mL,399,11.8,1,17,72.87,-
1355,메리마카롱 카라멜,음료 및 차류,360,mL,713,9.3,1,17,176.07,-
1356,메리메론,음료 및 차류,360,mL,589,23,1,17,138,-
1357,메리딸기,음료 및 차류,360,mL,385,5,1,17,93,-
1358,메리치즈,음료 및 차류,360,mL,531,8,1,17,211,-
1359,메리초코,음료 및 차류,360,mL,589,8,1,17,280,-
1360,메리트리,음료 및 차류,360,mL,558,12,1,17,149,-
1361,메리뉴욕,음료 및 차류,360,mL,654,15,1,17,181,-
1362,메리망고,음료 및 차류,360,mL,419,5,1,17,81,-
1363,메리베리,음료 및 차류,360,mL,398,5,1,17,79,-
1364,플레인(콘),아이스크림류,120,mL,220,3,1,17,54,-
1365,플레인(컵),아이스크림류,120,mL,201,2,1,17,53,-
1366,스트로베리,아이스크림류,120,mL,213,3,1,17,51,-
1367,망고,아이스크림류,120,mL,208,3,1,17,50,-
1368,블루베리,아이스크림류,135,mL,204,2,1,17,51,-
1369,스트로베리 치즈,아이스크림류,161,mL,288,4,1,17,66,-
1370,블루베리 치즈,아이스크림류,144,mL,278,4,1,17,62,-
1371,초코슈,아이스크림류,130,mL,435,5,1,17,124,-
1372,바닐라슈,아이스크림류,130,mL,423,5,1,17,130,-
1373,플레인 요거트 쉐이크,음료 및 차류,360,mL,416,7.4,1,17,137.4,-
1374,딸기 요거트 쉐이크,음료 및 차류,360,mL,481,4.9,1,17,111,-
1375,망고 요거트 쉐이크,음료 및 차류,360,mL,484,4.9,1,17,89,-
1376,블루베리 요거트 쉐이크,음료 및 차류,360,mL,478,4.2,1,17,89,-
1377,메론 요거트 스무디,음료 및 차류,360,mL,291,12,1,17,98,-
1378,복숭아 요거트 스무디,음료 및 차류,360,mL,378,6,1,17,98,-
1379,딸기 요거트 스무디,음료 및 차류,360,mL,375,6,1,17,118,-
1380,망고 요거트 스무디,음료 및 차류,360,mL,380,6,1,17,96,-
1381,블루베리 요거트 스무디,음료 및 차류,360,mL,370,5,1,17,97,-
1382,순수 딸기 요거트,음료 및 차류,360,mL,233,6,1,17,94,-
1383,순수 딸기 바나나 요거트,음료 및 차류,360,mL,243,6,1,17,91,-
1384,순수 망고 바나나 요거트,음료 및 차류,360,mL,261,6,1,17,92,-
1385,슈 앤 딸기 스무디,음료 및 차류,360,mL,550,13,1,17,157,-
1386,슈 앤 망고 스무디,음료 및 차류,360,mL,556,13,1,17,164,-
1387,플레인 밀크 아이스크림 (콘),아이스크림류,120,mL,156,5,1,17,55.3,-
1388,플레인 밀크 아이스크림 (컵),아이스크림류,120,mL,94.6,3.4,1,17,52.8,-
1389,티라미수 밀크 아이스크림,아이스크림류,120,mL,120.5,3,1,17,53,-
1390,밀크 아포가토,아이스크림류,140,mL,110,4,1,17,61,-
1391,플레인 밀크 쉐이크,음료 및 차류,360,mL,349,10,1,17,127,-
1392,피넛 밀크 쉐이크,음료 및 차류,360,mL,334,6,1,17,227,-
1393,쿠키 밀크 쉐이크,음료 및 차류,360,mL,413,11,1,17,232,-
1394,초콜릿 밀크 쉐이크,음료 및 차류,360,mL,462,9,1,17,248,-
1395,말차 밀크 프라페,음료 및 차류,360,mL,370,7,1,17,109,-
1396,블랙빈 밀크프라페,음료 및 차류,360,mL,348,3,1,17,100,-
1397,오곡 밀크 프라페,음료 및 차류,360,mL,348,10,1,17,143,-
1398,에스프레소 밀크 프라페,음료 및 차류,360,mL,71,3,1,17,39,-
1399,망고 마카롱,과자류,21,g,40,0.4,1,17,4,-
1400,초코 마카롱,과자류,21,g,40,0.4,1,17,4,-
1401,딸기 마카롱,과자류,21,g,40,0.4,1,17,4,-
1402,피스타치오 마카롱,과자류,21,g,40,0.4,1,17,4,-
1403,카라멜 마카롱,과자류,21,g,40,0.4,1,17,4,-
1404,딸기 생크림 카스테라,빵류,212,g,609,10,1,17,222,-
1405,메론 생크림 카스테라,빵류,252,g,654,8,1,17,184,-
1406,플레인 카스테라,빵류,142,g,523,9,1,17,215,-
1407,콘 어니언 핫도그,빵류,140,g,376,17,1,17,651,-
1408,칠리앤치즈 핫도그,빵류,150,g,398,19,1,17,749,-
1409,쿠앤크 치즈케이크,빵류,130,g,453,8,1,17,244,-
1410,프렌치 초콜릿 케이크,빵류,120,g,395,8,1,17,109,-
1411,마스카포네 티라미수,빵류,106,g,363,6,1,17,117,-
1412,아메리칸 치즈케이크,빵류,146,g,544,9,1,17,403,-
1413,딸기 생크림 오믈렛,빵류,20,g,73,1,1,17,10,-
1414,딸기 초코 생크림 오믈렛,빵류,20,g,88,1,1,17,28,-
1415,초코 생크림 오믈렛,빵류,13,g,37,1,1,17,23,-
1416,순수 요거트 오믈렛,빵류,13,g,32,1,1,17,10,-
1417,청포도 생크림 오믈렛,빵류,20,g,72,1,1,17,11,-
1418,블루베리 생크림 오믈렛,빵류,13,g,65,1,1,17,11,-
1419,생크림 딸기 와플,빵류,139,g,370,6,1,17,150,-
1420,생크림 딸기 망고 와플,빵류,136,g,382,6,1,17,154,-
1421,생크림 망고 와플,빵류,143,g,395,6,1,17,155,-
1422,생크림 와플,빵류,88,g,338,5,1,17,155,-
1423,생크림 딸기 토스트,빵류,338,g,720,17,1,17,902,-
1424,생크림 망고 토스트,빵류,272,g,728,17,1,17,902,-
1425,아이스 바닐라 슈,기타,38,g,374,4,1,17,138,-
1426,아이스 초코 슈,기타,38,g,410,4,1,17,130,-
1427,허니볼,빵류,200,g,553,12,1,17,851,-
1428,플레인 베이글,빵류,113,g,317,12,1,17,470,-
