번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모
181,관광식당,07_24_01_P,3070000,CDFI3261042011000002,2011-02-22,,1,영업/정상,13,영업중,,,,,02-795-7915,,136-822,서울특별시 성북구 성북동 산 5-1,서울특별시 성북구 북악산로 637 (성북동),2821,푸드카페앤그릴,2021-06-17 16:06,U,2021-06-19 2:40,,200400.1292,454940.9427,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,관광식당,07_24_01_P,3020000,CDFI3261042009000004,2009-03-26,,1,영업/정상,13,영업중,,,,,795-7915,,140-888,서울특별시 용산구 한남동 312-5번지 지상2층,"서울특별시 용산구 유엔빌리지1길 2  (한남동,지상2층)",,고매식,2009-08-06 11:45,I,2018-08-31 23:59,,200806.3726,447855.6358,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,관광식당,07_24_01_P,3020000,CDFI3261042009000005,2009-03-19,,1,영업/정상,13,영업중,,,,,793-9003,,140-889,서울특별시 용산구 한남동 736-8번지 지상2층,"서울특별시 용산구 이태원로 216  (한남동,지상2층)",,올라마리오,2009-08-06 11:47,I,2018-08-31 23:59,,199766.1582,448048.1458,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,관광식당,07_24_01_P,3020000,CDFI3261042009000006,2009-01-09,,1,영업/정상,13,영업중,,,,,712-1509,,140-160,"서울특별시 용산구 남영동 89-5번지 지상1,2층","서울특별시 용산구 한강대로76길 5  (남영동,지상1,2층)",,인디아,2010-01-04 17:50,I,2018-08-31 23:59,,197581.2304,448818.3127,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,관광식당,07_24_01_P,3020000,CDFI3261042009000007,2009-01-07,,1,영업/정상,13,영업중,,,,,749-2827,,140-865,서울특별시 용산구 이태원동 130-3번지 지상2층,"서울특별시 용산구 보광로59길 5  (이태원동,지상2층)",,꼬메돌,2009-08-06 13:32,I,2018-08-31 23:59,,199375.1672,447957.98,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,관광식당,07_24_01_P,3020000,CDFI3261042009000008,2009-03-19,,1,영업/정상,13,영업중,,,,,715-9441,,140-893,서울특별시 용산구 한남동 736-15번지 지상2층,"서울특별시 용산구 이태원로 220  (한남동,지상2층)",,마러커쉬나이트,2009-08-06 13:48,I,2018-08-31 23:59,,199794.6109,448065.7688,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,관광식당,07_24_01_P,3020000,CDFI3261042009000009,2009-08-10,,1,영업/정상,13,영업중,,,,,794-8803,,140-858,서울특별시 용산구 이태원동 124-6번지 2층,"서울특별시 용산구 이태원로27길 6  (이태원동,2층)",,가사안토니오,2009-08-26 11:24,I,2018-08-31 23:59,,199540.5803,448085.228,관광식당업,,,,,,,,,,,,cas antonio,,,,,,,,,,,,,,,,,,,,,,
188,관광식당,07_24_01_P,3020000,CDFI3261042009000010,2009-09-14,,1,영업/정상,13,영업중,,,,,792-1448,,140-858,서울특별시 용산구 이태원동 131-36번지 지상1층,"서울특별시 용산구 보광로60길 10  (이태원동,지상1층)",,댈리달발,2009-09-22 15:34,I,2018-08-31 23:59,,199462.5586,447958.069,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,관광식당,07_24_01_P,3020000,CDFI3261042009000011,2009-09-28,,1,영업/정상,13,영업중,,,,,749-2746,,140-864,서울특별시 용산구 이태원동 176-3번지 지상3층,,,왕타이,2009-10-13 9:09,I,2018-08-31 23:59,,,,관광식당업,,,,,,,,,,,,Wangthai,,,,,,,,,,,,,,,,,,,,,,
190,관광식당,07_24_01_P,3820000,CDFI3261042019000001,2019-01-28,,1,영업/정상,13,영업중,,,,,031-877-8289,,,경기도 의정부시 장암동 135-41번지,"경기도 의정부시 장곡로 48, 2층 (장암동)",11723,파파스 차이나,2019-05-23 16:06,U,2019-05-25 2:40,,204530.1081,467376.557,관광식당업,,,,,,2019. 5. 16. 소재지 변경,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,관광식당,07_24_01_P,4191000,CDFI3261041998000001,1998-06-26,,1,영업/정상,13,영업중,,,,,033)730-3500,,220-821,강원특별자치도 원주시 지정면 월송리 산 2-2,강원특별자치도 원주시 지정면 신평석화로 236,26358,오크밸리클럽하우스,2011-12-16 10:00,I,2023-06-13 0:00,,,,관광식당업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,429.5,,0,,,,,,,0,,,,430
192,관광식당,07_24_01_P,4191000,CDFI3261042002000001,2002-10-25,,1,영업/정상,13,영업중,,,,,033)742-9604,,220-955,강원특별자치도 원주시 우산동 231-11,강원특별자치도 원주시 우산초교길 19-8 (우산동),26343,래래반점,2011-12-16 10:10,I,2023-06-13 0:00,,283062.7961,429825.3106,관광식당업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,330,,0,,,,,,,0,,,,330
193,관광식당,07_24_01_P,4191000,CDFI3261042005000001,2005-06-27,,1,영업/정상,13,영업중,,,,,033-742-2350,,220-904,강원특별자치도 원주시 중앙동 120,강원특별자치도 원주시 중앙로 85 (중앙동),26428,중앙동 래래반점,2011-12-16 11:46,I,2023-06-13 0:00,,284219.5753,427821.9221,관광식당업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
194,관광식당,07_24_01_P,4191000,CDFI3261042006000001,2006-04-04,,1,영업/정상,13,영업중,,,,,033-766-6941,,220-944,강원특별자치도 원주시 단구동 1511-2 651 스타빌딩 2층,강원특별자치도 원주시 서원대로 396 (단구동),26484,아웃백스테이크하우스,2011-12-16 11:19,I,2023-06-13 0:00,,284012.1979,425846.2563,관광식당업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
195,관광식당,07_24_01_P,4191000,CDFI3261042008000001,2008-10-23,,1,영업/정상,13,영업중,,,,,033-742-3163,,220-963,강원특별자치도 원주시 학성동 207-18,강원특별자치도 원주시 원일로 148-7 (학성동),26415,연강춘,2013-12-17 12:42,I,2023-06-13 0:00,,283887.6055,428216.3552,관광식당업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
196,관광식당,07_24_01_P,4191000,CDFI3261042008000002,2008-09-24,,1,영업/정상,13,영업중,,,,,033-744-2114,,220-938,강원특별자치도 원주시 단계동 858-2,강원특별자치도 원주시 천사로 34 (단계동),26436,샹하이문,2011-12-16 11:26,I,2023-06-13 0:00,,282294.6416,427702.5032,관광식당업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
197,관광식당,07_24_01_P,4191000,CDFI3261042009000001,2009-06-10,,1,영업/정상,13,영업중,,,,,033-742-5188,,220-963,강원특별자치도 원주시 학성동 206-8,강원특별자치도 원주시 중앙로 171 (학성동),26415,산동원,2014-01-27 17:34,I,2023-06-13 0:00,,283939.4048,428242.6232,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
198,관광식당,07_24_01_P,4191000,CDFI3261042009000002,2009-09-08,,1,영업/정상,13,영업중,,,,,747-8882,,,강원특별자치도 원주시 행구동 1537-6,강원특별자치도 원주시 행구로 259 (행구동),26454,봉선루,2015-09-24 10:31,I,2023-06-13 0:00,,287183.4513,427277.6933,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
199,관광식당,07_24_01_P,4191000,CDFI3261042010000001,2010-10-20,,1,영업/정상,13,영업중,,,,,033-765-1267,,220-913,강원특별자치도 원주시 판부면 금대리 1284-1,강원특별자치도 원주시 판부면 치악로 1000,26504,장금성,2014-01-28 15:02,I,2023-06-13 0:00,,288597.389,420640.3745,관광식당업,,관리지역,0,기타,,,근린생활시설,1,0,0,0,,,0,0,,0,0,,0,352.06,,0,,,,,,,0,,,,352
200,관광식당,07_24_01_P,4191000,CDFI3261042010000002,2010-10-20,,1,영업/정상,13,영업중,,,,,033-730-3621,,220-821,강원특별자치도 원주시 지정면 월송리 1061-21,강원특별자치도 원주시 지정면 오크밸리1길 68,26357,한솔오크밸리사우스콘도중식당,2014-01-28 16:32,I,2023-06-13 0:00,,272363.3934,437039.6875,관광식당업,,관리지역,0,기타,,,숙박시설,1,0,0,0,,,0,0,,0,0,,0,338.1,,0,,,,,,,0,,,,338
201,관광식당,07_24_01_P,4191000,CDFI3261042011000001,2011-02-01,,1,영업/정상,13,영업중,,,,,033-734-8800,,220-957,강원특별자치도 원주시 일산동 209-1,강원특별자치도 원주시 천사로 205-3 (일산동),26417,타이하우스,2013-12-16 20:49,I,2023-06-13 0:00,,283778.9471,428119.6791,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
202,관광식당,07_24_01_P,4191000,CDFI3261042011000002,2011-05-16,,1,영업/정상,13,영업중,,,,,033-762-2888,,220-934,강원특별자치도 원주시 관설동 1675-6,강원특별자치도 원주시 단관길 129 (관설동),26471,상하이손짜장,2014-01-28 16:34,I,2023-06-13 0:00,,285037.5118,424675.5853,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
203,관광식당,07_24_01_P,4191000,CDFI3261042011000003,2011-12-26,,1,영업/정상,13,영업중,,,,,033-735-7552,,220-801,강원특별자치도 원주시 문막읍 건등리 1626-5,강원특별자치도 원주시 문막읍 왕건로 41-3,26368,짬뽕대장,2014-01-28 16:31,I,2023-06-13 0:00,,273385.8534,424848.1148,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
204,관광식당,07_24_01_P,4191000,CDFI3261042012000001,2012-08-17,,1,영업/정상,13,영업중,,,,,904-0790,,220-050,강원특별자치도 원주시 일산동 52-16,강원특별자치도 원주시 무실로12번길 10 (일산동),26427,아차해,2013-01-14 16:06,I,2023-06-13 0:00,,283980.0408,427875.0507,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
205,관광식당,07_24_01_P,4191000,CDFI3261042017000001,2017-03-20,,1,영업/정상,13,영업중,,,,,033-747-4714,,,강원특별자치도 원주시 지정면 간현리 1056-14,강원특별자치도 원주시 지정면 소금산길 14 (우리소영농조합),26359,우리소,2017-04-12 11:28,I,2023-06-13 0:00,,273772.1772,429504.7111,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
206,관광식당,07_24_01_P,3630000,CDFI3261041996000001,1996-07-02,,1,영업/정상,13,영업중,,,,,062-954-1005,,506-813,광주광역시 광산구 우산동 1574-8,광주광역시 광산구 무진대로211번길 21-5 (우산동),,(주)푸드베네치아하남점,2020-08-24 14:52,U,2020-08-26 2:40,,182022.3722,184908.8141,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,110
207,관광식당,07_24_01_P,3660000,CDFI3261042005000003,2005-12-23,,1,영업/정상,13,영업중,,,,,482-6267,,302-852,대전광역시 서구 월평동 741번지 금강빌라 301호,"대전광역시 서구 월평로90번길 5,  301호 (월평동,금강빌라)",,동천홍,2008-12-05 16:38,I,2018-08-31 23:59,,232903.7475,317238.8859,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000,,,,
208,관광식당,07_24_01_P,3660000,CDFI3261042005000004,2005-12-27,,1,영업/정상,13,영업중,,,,,526-9295,,302-809,대전광역시 서구 갈마동 343-42번지 1층,"대전광역시 서구 갈마중로7번길 10-3  (갈마동,1층)",,청해루,2008-12-05 16:40,I,2018-08-31 23:59,,233171.9067,316423.6998,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000000,,,,
209,관광식당,07_24_01_P,3660000,CDFI3261042006000001,2006-04-11,,1,영업/정상,13,영업중,,,,,489-2060,,302-828,대전광역시 서구 둔산동 1009번지 우정빌딩 2층,"대전광역시 서구 둔산로31번길 32  (둔산동,우정빌딩 2층)",,만다린,2008-12-05 16:41,I,2018-08-31 23:59,,233839.7675,316984.3354,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000,,,,
210,관광식당,07_24_01_P,3660000,CDFI3261042006000002,2006-05-24,,1,영업/정상,13,영업중,,,,,485-1796.7,,302-834,"대전광역시 서구 만년동 322번지 1,2층","대전광역시 서구 만년로67번길 18-13  (만년동,1,2층)",,천년의 정원,2008-12-05 16:43,I,2018-08-31 23:59,,234124.2813,318680.065,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000000,,,,
211,관광식당,07_24_01_P,3660000,CDFI3261042006000003,2006-09-11,,1,영업/정상,13,영업중,,,,,486-3888,,302-859,대전광역시 서구 탄방동 732번지 3층,"대전광역시 서구 문예로 15  (탄방동,3층)",,동방명주,2008-12-05 16:44,I,2018-08-31 23:59,,234922.6204,316428.8598,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000000,,,,
212,관광식당,07_24_01_P,3660000,CDFI3261042006000004,2006-10-11,,1,영업/정상,13,영업중,,,,,488-3150,,302-869,대전광역시 서구 둔산동 1188번지,대전광역시 서구 둔산남로9번길 79  (둔산동),,천안문,2008-12-05 16:46,I,2018-08-31 23:59,,234059.745,316722.395,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000000,,,,
213,관광식당,07_24_01_P,3660000,CDFI3261042006000005,2006-10-14,,1,영업/정상,13,영업중,,,,,471-3201,,302-830,대전광역시 서구 둔산동 1270번지,대전광역시 서구 둔산로 71  (둔산동),,오후청,2008-12-05 16:47,I,2018-08-31 23:59,,234197.2782,316816.4078,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000000,,,,
214,관광식당,07_24_01_P,3660000,CDFI3261042006000006,2006-11-17,,1,영업/정상,13,영업중,,,,,486-6613,,302-834,대전광역시 서구 만년동 376번지,대전광역시 서구 둔산대로117번길 18  (만년동),,차이나공,2008-12-05 16:48,I,2018-08-31 23:59,,234261.1638,318387.418,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,,,,
215,관광식당,07_24_01_P,3660000,CDFI3261042002000006,2002-03-21,,1,영업/정상,13,영업중,,,,,488-8511,,302-852,대전광역시 서구 월평동 1498번지,대전광역시 서구 계룡로 199  (월평동),,영일만회천국,2008-12-05 16:21,I,2018-08-31 23:59,,231526.2753,316798.8219,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000000,,,,
216,관광식당,07_24_01_P,3660000,CDFI3261042002000007,2002-05-08,,1,영업/정상,13,영업중,,,,,487-9200,,302-831,대전광역시 서구 둔산동 1396번지 명진빌딩 10층,대전광역시 서구 둔산중로78번길 20 (둔산동),35240,젠클럽레스토랑,2014-01-02 8:10,I,2018-08-31 23:59,,234750.3076,317009.6799,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000000,,,,
217,관광식당,07_24_01_P,3660000,CDFI3261042002000008,2002-05-31,,1,영업/정상,13,영업중,,,,,582-7373,,302-854,대전광역시 서구 정림동 8-42번지,대전광역시 서구 혜천로 50 (정림동),35395,폴라리스,2014-01-02 8:15,I,2018-08-31 23:59,,233207.9368,311628.0362,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000,,,,
218,관광식당,07_24_01_P,3660000,CDFI3261042002000009,2002-09-11,,1,영업/정상,13,영업중,,,,,480-9000,,302-869,대전광역시 서구 둔산동 1143번지,대전광역시 서구 문정로 7  (둔산동),,오케이테마타운,2008-12-05 16:25,I,2018-08-31 23:59,,234097.2202,316137.3976,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200000000,,,,
219,관광식당,07_24_01_P,3660000,CDFI3261042003000001,2003-04-07,,1,영업/정상,13,영업중,,,,,527-6171,,302-809,대전광역시 서구 갈마동 1435번지 2층,"대전광역시 서구 대덕대로 164  (갈마동,2층)",,아웃백스테이크하우스,2008-12-05 16:27,I,2018-08-31 23:59,,233739.4268,316381.8224,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922700000,,,,
220,관광식당,07_24_01_P,3660000,CDFI3261042007000001,2007-04-19,,1,영업/정상,13,영업중,,,,,841-7464,,302-869,대전광역시 서구 둔산동 1231번지,대전광역시 서구 계룡로491번길 54  (둔산동),,천객가,2008-12-05 16:49,I,2018-08-31 23:59,,234232.3361,316312.8218,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000,,,,
221,관광식당,07_24_01_P,3660000,CDFI3261042007000003,2007-09-11,,1,영업/정상,13,영업중,,,,,482-7875,,302-834,대전광역시 서구 만년동 380번지 5층,"대전광역시 서구 둔산대로117번길 34  (만년동,5층)",,삼국지,2008-12-05 16:55,I,2018-08-31 23:59,,234261.165,318469.735,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000,,,,
222,관광식당,07_24_01_P,3660000,CDFI3261042003000002,2003-05-29,,1,영업/정상,13,영업중,,,,,472-8111,,302-847,대전광역시 서구 월평동 265번지 한독빌딩 지하1층,"대전광역시 서구 청사서로 46  (월평동,한독빌딩 지하1층)",,바이젠하우스,2008-12-05 16:28,I,2018-08-31 23:59,,233760.9133,317974.6375,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,,,,
223,관광식당,07_24_01_P,3660000,CDFI3261042003000003,2003-06-14,,1,영업/정상,13,영업중,,,,,487-8004,,302-834,대전광역시 서구 만년동 324번지 대가빌딩 6층,"대전광역시 서구 만년로67번길 22  (만년동,대가빌딩 6층)",,블루문,2008-12-05 16:30,I,2018-08-31 23:59,,234076.6053,318681.7762,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000000,,,,
224,관광식당,07_24_01_P,3660000,CDFI3261042003000004,2003-09-15,,1,영업/정상,13,영업중,,,,,488-7776,,302-834,대전광역시 서구 만년동 363번지 1층,"대전광역시 서구 만년로68번길 31  (만년동,1층)",,친친 이탈리아노,2008-12-05 16:31,I,2018-08-31 23:59,,234076.6936,318393.1598,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000,,,,
225,관광식당,07_24_01_P,3660000,CDFI3261042003000005,2003-11-24,,1,영업/정상,13,영업중,,,,,483-2488,,302-831,대전광역시 서구 둔산동 1439번지,대전광역시 서구 둔산중로40번길 20  (둔산동),,샤바바,2008-12-05 16:32,I,2018-08-31 23:59,,234753.0254,316643.2668,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,,,,
226,관광식당,07_24_01_P,3660000,CDFI3261042004000001,2004-02-10,,1,영업/정상,13,영업중,,,,,485-8848,,302-859,대전광역시 서구 탄방동 684번지,대전광역시 서구 계룡로571번길 20  (탄방동),,그랑삐아또,2008-12-05 15:53,I,2018-08-31 23:59,,234737.7804,315883.0761,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000000,,,,
227,관광식당,07_24_01_P,3660000,CDFI3261042004000002,2004-12-21,,1,영업/정상,13,영업중,,,,,489-2941.4,,302-828,대전광역시 서구 둔산동 1026번지 정석빌딩 3층,"대전광역시 서구 대덕대로 243  (둔산동,정석빌딩 3층)",,데.바수스,2008-12-05 16:34,I,2018-08-31 23:59,,233940.6592,317146.8342,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000,,,,
228,관광식당,07_24_01_P,3660000,CDFI3261042005000001,2005-10-19,,1,영업/정상,13,영업중,,,,,487-7311,,302-834,대전광역시 서구 만년동 346번지,대전광역시 서구 만년로68번길 15-23  (만년동),,대명가옥 만나,2008-12-05 16:35,I,2018-08-31 23:59,,234185.1594,318503.5424,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000,,,,
229,관광식당,07_24_01_P,3660000,CDFI3261042005000002,2005-11-22,,1,영업/정상,13,영업중,,,,,488-6100,,302-829,대전광역시 서구 둔산동 1047번지,대전광역시 서구 대덕대로 187  (둔산동),,베니건스,2008-12-05 16:36,I,2018-08-31 23:59,,233778.5472,316645.8977,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6846270000,,,,
230,관광식당,07_24_01_P,3660000,CDFI3261042008000001,2008-01-17,,1,영업/정상,13,영업중,,,,,472-4572,,302-829,대전광역시 서구 둔산동 1064번지,대전광역시 서구 대덕대로185번길 30  (둔산동),,샤오차이나(둔산점),2008-12-05 16:57,I,2018-08-31 23:59,,233681.3888,316700.6202,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000000,,,,
231,관광식당,07_24_01_P,3660000,CDFI3261042008000002,2008-09-26,,1,영업/정상,13,영업중,,,,,,,302-830,대전광역시 서구 둔산동 1369번지 넥서스밸리 B동 102호,"대전광역시 서구 대덕대로 246  (둔산동,넥서스밸리 B동 102호)",,인디,2008-12-05 16:58,I,2018-08-31 23:59,,234035,317167.305,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,관광식당,07_24_01_P,3660000,CDFI3261042008000003,2008-11-10,,1,영업/정상,13,영업중,,,,,488-3933,,302-831,대전광역시 서구 둔산동 1437번지 목련빌딩 4층,"대전광역시 서구 둔산남로91번길 16  (둔산동,목련빌딩 4층)",,서태후,2008-12-05 16:59,I,2018-08-31 23:59,,234747.9294,316604.3487,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,관광식당,07_24_01_P,3660000,CDFI3261041998000001,1998-11-09,,1,영업/정상,13,영업중,,,,,472-2022,,302-828,대전광역시 서구 둔산동 929번지,대전광역시 서구 한밭대로 809  (둔산동),,사학스카이라운지,2008-12-05 15:56,I,2018-08-31 23:59,,234835.1896,317566.2647,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000000,,,,
234,관광식당,07_24_01_P,3660000,CDFI3261042000000001,2000-12-28,,1,영업/정상,13,영업중,,,,,477-3388,,302-869,대전광역시 서구 둔산동 1176번지,대전광역시 서구 둔산로 72  (둔산동),,미스터왕,2008-12-05 15:57,I,2018-08-31 23:59,,234203.3167,316758.8528,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000000,,,,
235,관광식당,07_24_01_P,3660000,CDFI3261042001000001,2001-11-19,,1,영업/정상,13,영업중,,,,,472-8211,,302-831,대전광역시 서구 둔산동 1496번지 MB빌딩 9층,"대전광역시 서구 문예로 33  (둔산동,MB빌딩 9층)",,케니지레스토랑,2008-12-05 15:59,I,2018-08-31 23:59,,234922.7549,316607.8523,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000000,,,,
236,관광식당,07_24_01_P,3660000,CDFI3261042001000002,2001-11-23,,1,영업/정상,13,영업중,,,,,476-7755,,302-834,대전광역시 서구 만년동 323번지,대전광역시 서구 만년로67번길 18-9  (만년동),,시애틀,2008-12-05 16:00,I,2018-08-31 23:59,,234100.185,318681.6,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000,,,,
237,관광식당,07_24_01_P,3660000,CDFI3261042001000003,2001-12-26,,1,영업/정상,13,영업중,,,,,488-8836,,302-869,대전광역시 서구 둔산동 1242번지,대전광역시 서구 문정로 19  (둔산동),,태원,2008-12-05 16:01,I,2018-08-31 23:59,,234190.3478,316220.5963,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000000,,,,
238,관광식당,07_24_01_P,3660000,CDFI3261042002000001,2002-07-12,,1,영업/정상,13,영업중,,,,,528-2272,,302-809,대전광역시 서구 갈마동 1129-2번지,대전광역시 서구 대덕대로 137  (갈마동),,르씨엘,2008-12-05 15:54,I,2018-08-31 23:59,,233542.7993,316191.4203,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000000,,,,
239,관광식당,07_24_01_P,3660000,CDFI3261042002000002,2002-01-10,,1,영업/정상,13,영업중,,,,,545-1877,,302-811,대전광역시 서구 관저동 567-2번지,대전광역시 서구 도안대로 83  (관저동),,캐슬,2008-12-05 16:03,I,2018-08-31 23:59,,229941.8785,312102.3104,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,,,,
240,관광식당,07_24_01_P,3660000,CDFI3261042002000003,2002-01-15,,1,영업/정상,13,영업중,,,,,488-8044,,302-834,대전광역시 서구 만년동 377번지,대전광역시 서구 둔산대로117번길 22  (만년동),,비아로마,2008-12-05 16:04,I,2018-08-31 23:59,,234261.2871,318410.4067,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000,,,,
241,관광식당,07_24_01_P,3660000,CDFI3261042002000005,2002-03-11,,1,영업/정상,13,영업중,,,,,489-1735,,302-831,대전광역시 서구 둔산동 1426번지 동암빌딩 1층,"대전광역시 서구 둔산남로 95  (둔산동,동암빌딩 1층)",,오너스클럽,2008-12-05 16:20,I,2018-08-31 23:59,,234765.9,316567.555,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000000,,,,
242,관광식당,07_24_01_P,3020000,CDFI3261041991000001,1991-01-21,,1,영업/정상,13,영업중,,,,,798-5211,,140-856,서울특별시 용산구 이태원동 258-7번지,서울특별시 용산구 회나무로44길 10  (이태원동),,라쿠치나(이태리식),2009-08-24 14:06,I,2018-08-31 23:59,,199618.6858,448700.2211,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,관광식당,07_24_01_P,3000000,CDFI3261042006000001,2006-11-23,,1,영업/정상,13,영업중,,,,,02-730-2051,,110-210,서울특별시 종로구 화동 117번지,서울특별시 종로구 북촌로 31-22  (화동),,씨제이푸드(주) 에프터더레인 안국점 (정진구),2006-12-06 10:20,I,2018-08-31 23:59,,198494.5369,453028.4541,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,관광식당,07_24_01_P,3000000,CDFI3261042009000001,2009-04-13,,1,영업/정상,13,영업중,,,,,747-2976,,110-843,서울특별시 종로구 창신동 695-1번지 3층,"서울특별시 종로구 종로 291  (창신동,3층)",,안나푸르나(Anna Purna),2009-05-07 11:30,I,2018-08-31 23:59,,200820.4112,452168.5734,관광식당업,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
